transaction_id,customer_key,item_key,payment_method_key,location_key,category_key,quantity,total_spent,transaction_date_iso,discount_applied
TXN_4324641,1,182,1,1,8,6,165.0,2023-11-07,False
TXN_9464391,4,109,1,2,5,10,305.0,2023-11-17,
TXN_2940500,6,67,1,1,3,1,41.0,2024-11-05,False
TXN_1945960,9,49,3,1,2,10,155.0,2023-04-06,False
TXN_8219228,17,51,1,2,3,5,92.5,2022-05-27,False
TXN_5471094,14,43,3,1,2,3,19.5,2022-08-24,False
TXN_9255329,1,142,3,1,6,7,287.0,2022-03-02,False
TXN_9279462,25,146,2,1,6,3,33.0,2022-02-05,False
TXN_7956502,6,49,2,1,2,7,108.5,2024-04-30,
TXN_1352831,4,114,2,2,5,3,109.5,2023-10-31,
TXN_4372655,8,125,1,1,5,7,119.0,2024-11-03,False
TXN_5419965,23,52,3,2,3,7,140.0,2024-01-16,False
TXN_7655704,11,63,3,2,3,8,280.0,2022-08-08,True
TXN_8210621,3,16,3,2,1,9,355.5,2024-01-03,False
TXN_6908058,25,74,1,1,3,10,155.0,2023-07-22,False
TXN_9204828,7,67,1,2,3,7,287.0,2022-03-05,
TXN_3208232,25,99,3,1,4,4,62.0,2024-01-13,False
TXN_8586300,11,57,2,2,3,10,275.0,2022-02-08,False
TXN_2212643,9,119,2,1,5,4,32.0,2022-12-29,False
TXN_8215469,17,165,3,1,7,10,380.0,2024-03-16,
TXN_3403695,25,15,1,2,1,8,304.0,2024-09-27,True
TXN_2878134,18,49,2,1,2,9,139.5,2024-05-10,
TXN_3123571,15,140,3,2,6,3,114.0,2022-08-07,
TXN_9940030,25,10,2,1,1,6,192.0,2022-01-19,True
TXN_6195024,13,12,1,2,1,5,167.5,2024-08-09,False
TXN_5243520,13,176,1,1,8,5,92.5,2024-05-16,False
TXN_4608122,21,32,3,2,2,10,275.0,2022-10-01,False
TXN_6923419,17,146,3,2,6,8,88.0,2022-06-28,False
TXN_1112365,19,116,1,2,5,10,395.0,2023-09-24,
TXN_6989569,11,163,2,1,7,2,70.0,2022-01-17,False
TXN_5647023,12,141,3,1,6,4,158.0,2022-04-14,True
TXN_8049831,18,22,1,1,1,2,25.0,2023-01-05,False
TXN_2953434,25,142,2,1,6,10,410.0,2023-08-10,
TXN_3831408,18,161,3,2,7,10,50.0,2022-02-11,True
TXN_1249742,5,166,3,2,7,10,395.0,2024-03-21,
TXN_4633046,13,68,3,2,3,5,32.5,2023-08-25,
TXN_3519817,22,34,3,2,2,4,122.0,2022-06-14,True
TXN_1154680,25,138,2,2,6,8,280.0,2022-12-18,False
TXN_9177662,15,130,1,1,6,5,122.5,2024-09-30,True
TXN_4801202,16,136,3,2,6,3,15.0,2024-05-31,False
TXN_6149882,9,12,2,2,1,1,33.5,2023-01-22,
TXN_8809000,23,169,1,1,7,3,24.0,2023-01-10,
TXN_5008001,3,76,2,2,4,6,111.0,2024-11-04,
TXN_5111184,19,152,2,2,7,6,120.0,2024-07-18,True
TXN_1499774,7,44,2,1,2,5,40.0,2022-12-15,True
TXN_2565828,21,116,2,2,5,10,395.0,2022-02-18,False
TXN_6312937,14,54,3,1,3,2,46.0,2024-02-09,False
TXN_8775503,8,72,3,1,3,2,25.0,2024-10-11,False
TXN_3541663,25,143,3,1,6,5,32.5,2023-07-19,
TXN_4947386,13,109,1,2,5,10,305.0,2024-11-12,False
TXN_4276451,17,14,2,2,1,1,36.5,2024-05-27,False
TXN_3380295,8,22,1,2,1,5,62.5,2023-02-08,False
TXN_1390866,9,197,3,1,8,2,25.0,2024-03-30,
TXN_8616546,9,13,2,2,1,8,280.0,2023-04-01,True
TXN_1804192,20,149,1,2,6,9,139.5,2024-06-07,
TXN_5046818,2,39,3,1,2,6,219.0,2024-07-03,False
TXN_4626993,24,29,2,2,2,7,161.0,2023-08-23,False
TXN_5256349,25,18,3,2,1,4,26.0,2022-09-27,False
TXN_3822751,21,48,3,1,2,9,126.0,2024-03-04,False
TXN_1882210,13,105,3,1,5,4,98.0,2022-03-02,
TXN_9209383,12,98,2,1,4,9,126.0,2024-09-16,False
TXN_2196324,11,38,1,1,2,9,315.0,2024-02-08,True
TXN_7020797,22,125,3,1,5,5,85.0,2024-04-20,False
TXN_7594834,22,142,2,1,6,1,41.0,2024-03-16,False
TXN_3229559,2,23,3,2,1,9,126.0,2022-12-02,True
TXN_1336269,19,23,3,2,1,6,84.0,2024-12-25,
TXN_2479337,10,192,2,1,8,7,287.0,2023-08-05,
TXN_8784273,25,55,1,1,3,4,98.0,2022-05-02,
TXN_7771182,10,85,2,1,4,6,192.0,2022-01-20,
TXN_1132339,1,2,2,2,1,4,80.0,2023-07-12,
TXN_8283332,16,15,1,2,1,6,228.0,2023-11-13,False
TXN_9496190,18,59,1,2,3,3,91.5,2024-02-24,
TXN_5205620,17,177,1,1,8,7,140.0,2023-06-26,True
TXN_4448047,3,174,2,2,7,6,93.0,2022-06-15,False
TXN_2163190,20,182,3,2,8,2,55.0,2022-05-30,True
TXN_3338914,16,112,3,2,5,10,335.0,2024-05-29,False
TXN_8959624,9,161,3,2,7,7,35.0,2024-12-18,False
TXN_1821423,22,142,2,2,6,2,82.0,2022-01-13,
TXN_1175914,13,29,1,1,2,10,230.0,2023-05-19,False
TXN_9760482,7,52,3,1,3,9,180.0,2023-01-06,True
TXN_8460432,15,146,3,2,6,8,88.0,2022-02-05,
TXN_9610555,15,18,1,1,1,3,19.5,2022-11-15,False
TXN_8136588,7,157,3,1,7,7,192.5,2022-10-24,False
TXN_6630594,7,169,1,1,7,5,40.0,2023-12-03,
TXN_4844684,20,37,3,2,2,5,167.5,2022-07-23,False
TXN_9882772,9,133,1,2,6,9,261.0,2023-08-07,True
TXN_2611065,4,156,1,1,7,8,208.0,2023-02-05,
TXN_9896056,10,87,3,2,4,3,100.5,2022-12-29,True
TXN_2749184,24,112,2,2,5,5,167.5,2023-04-18,
TXN_3135312,11,82,1,2,4,10,275.0,2022-09-27,True
TXN_4879766,13,62,3,2,3,4,134.0,2023-06-03,False
TXN_5822350,16,90,1,1,4,1,38.0,2022-03-21,True
TXN_2755139,21,170,3,2,7,1,9.5,2023-12-19,False
TXN_1484334,1,48,1,2,2,3,42.0,2023-03-19,
TXN_3557526,21,57,3,1,3,9,247.5,2023-12-25,
TXN_8960682,25,86,1,2,4,2,10.0,2023-06-10,False
TXN_8973416,13,29,1,1,2,6,138.0,2022-09-10,True
TXN_5487046,22,60,1,2,3,9,288.0,2022-06-06,False
TXN_5945222,4,37,3,1,2,5,167.5,2024-08-11,False
TXN_1334483,17,52,1,2,3,3,60.0,2023-07-17,False
TXN_8777313,20,117,3,1,5,3,123.0,2023-04-20,False
TXN_2690179,12,78,3,1,4,2,43.0,2023-09-09,True
TXN_2795990,3,89,3,1,4,2,73.0,2024-07-15,False
TXN_1402493,24,141,2,1,6,5,197.5,2024-11-27,
TXN_2438514,15,179,3,2,8,3,69.0,2024-02-13,True
TXN_6229786,4,109,1,1,5,2,61.0,2022-01-20,False
TXN_6490151,8,63,3,1,3,4,140.0,2024-10-17,False
TXN_9331694,13,68,2,2,3,8,52.0,2023-12-09,False
TXN_8547389,11,83,1,2,4,4,116.0,2022-05-26,False
TXN_7324151,16,63,2,1,3,2,70.0,2024-08-30,False
TXN_1588276,20,49,3,1,2,3,46.5,2022-10-08,
TXN_6590263,14,186,3,2,8,7,35.0,2024-12-11,False
TXN_2251132,20,122,1,2,5,4,50.0,2024-07-15,False
TXN_1048755,5,42,2,2,2,3,123.0,2024-10-06,True
TXN_2530704,25,40,3,1,2,2,76.0,2024-01-04,False
TXN_7804271,22,186,1,2,8,8,40.0,2023-02-10,
TXN_6926974,22,70,2,2,3,5,47.5,2024-10-16,
TXN_1722933,20,63,1,2,3,7,245.0,2023-08-12,False
TXN_5846723,5,176,1,1,8,3,55.5,2024-01-28,False
TXN_8759839,10,168,3,2,7,1,6.5,2024-06-03,False
TXN_1747548,4,17,3,2,1,2,82.0,2024-11-06,
TXN_2202698,16,174,3,1,7,6,93.0,2022-08-18,False
TXN_7296074,23,59,2,2,3,5,152.5,2022-10-09,True
TXN_8786633,16,191,2,2,8,3,118.5,2022-09-14,
TXN_4174281,19,36,3,1,2,7,35.0,2023-04-18,
TXN_3866783,12,117,2,1,5,3,123.0,2022-03-27,False
TXN_9048177,8,197,3,1,8,2,25.0,2023-11-03,False
TXN_8842339,22,3,3,1,1,8,172.0,2023-05-14,False
TXN_6288602,12,38,2,1,2,8,280.0,2023-11-28,True
TXN_3805794,5,40,2,2,2,5,190.0,2024-08-29,
TXN_5488509,21,32,3,2,2,7,192.5,2022-02-12,False
TXN_1811555,15,109,1,2,5,10,305.0,2023-07-31,
TXN_4878744,2,76,3,2,4,4,74.0,2022-06-26,
TXN_9246169,14,90,1,2,4,8,304.0,2023-08-16,False
TXN_3303186,6,121,2,1,5,6,66.0,2022-06-10,
TXN_8503614,12,88,2,2,4,3,105.0,2022-12-14,True
TXN_7214951,4,17,1,1,1,5,205.0,2023-10-12,
TXN_7423171,21,103,3,1,5,7,150.5,2024-09-13,False
TXN_1583510,11,71,1,2,3,10,110.0,2024-01-29,
TXN_7443511,8,161,3,2,7,2,10.0,2023-05-07,True
TXN_4394615,20,170,2,1,7,2,19.0,2024-10-20,False
TXN_3755291,9,168,1,2,7,1,6.5,2022-11-15,
TXN_3557501,8,119,2,1,5,6,48.0,2024-01-10,False
TXN_9827245,2,88,3,2,4,5,175.0,2022-04-12,False
TXN_3187729,18,92,3,1,4,9,369.0,2024-06-25,
TXN_9667841,11,189,3,2,8,7,255.5,2024-06-05,
TXN_3433195,24,78,1,2,4,7,150.5,2023-03-30,
TXN_4731761,17,22,2,1,1,3,37.5,2024-08-19,False
TXN_6339738,25,28,2,1,2,7,150.5,2022-04-01,
TXN_8912717,5,168,2,1,7,10,65.0,2022-07-28,
TXN_9840878,7,75,3,1,3,10,170.0,2023-10-17,
TXN_8186195,20,24,3,2,1,5,77.5,2023-02-19,True
TXN_9410785,24,147,3,2,6,6,75.0,2024-01-14,False
TXN_1536301,14,101,1,1,5,7,129.5,2023-06-12,False
TXN_6001621,15,149,2,1,6,1,15.5,2022-10-09,
TXN_2077907,16,130,3,1,6,1,24.5,2022-06-20,
TXN_6429566,1,166,1,2,7,3,118.5,2023-03-08,
TXN_4476611,13,105,2,2,5,6,147.0,2023-03-01,True
TXN_9130896,3,102,3,1,5,6,120.0,2022-05-17,
TXN_4547031,18,197,1,1,8,3,37.5,2024-03-27,False
TXN_6923046,11,28,2,2,2,1,21.5,2023-08-22,False
TXN_5461118,3,49,2,1,2,3,46.5,2024-08-20,True
TXN_8574406,16,149,2,1,6,5,77.5,2024-05-23,True
TXN_4459526,11,169,1,1,7,9,72.0,2022-01-03,False
TXN_9538956,10,71,1,1,3,5,55.0,2022-02-22,
TXN_7160998,13,61,2,2,3,7,35.0,2022-02-08,True
TXN_6906173,2,198,1,2,8,7,98.0,2024-11-04,
TXN_3317964,25,174,3,1,7,2,31.0,2024-07-01,
TXN_4654673,20,40,1,1,2,1,38.0,2024-09-14,
TXN_9684703,15,72,3,1,3,1,12.5,2024-02-05,False
TXN_7571093,17,171,3,1,7,9,99.0,2022-11-18,
TXN_1130823,13,75,2,1,3,10,170.0,2024-11-02,
TXN_2655759,23,142,1,1,6,3,123.0,2024-09-18,
TXN_8878269,5,60,1,1,3,4,128.0,2024-12-08,False
TXN_5481124,3,131,1,1,6,9,234.0,2022-01-14,False
TXN_3191741,1,181,3,1,8,9,234.0,2024-11-17,False
TXN_3096445,17,60,3,1,3,5,160.0,2024-06-25,
TXN_8404227,3,18,3,2,1,9,58.5,2023-12-29,
TXN_2374689,19,18,1,1,1,1,6.5,2024-05-21,
TXN_9469962,8,19,1,2,1,6,48.0,2024-02-26,False
TXN_5072173,23,51,3,2,3,7,129.5,2024-09-21,True
TXN_4944574,19,191,3,2,8,6,237.0,2024-04-11,
TXN_5293933,20,71,1,1,3,5,55.0,2022-12-06,False
TXN_7801513,1,96,3,1,4,6,66.0,2022-09-21,True
TXN_8685820,5,11,3,2,1,10,50.0,2023-03-23,
TXN_1729525,8,15,3,1,1,7,266.0,2022-11-10,False
TXN_2593560,7,29,1,1,2,6,138.0,2023-07-07,True
TXN_6961502,13,33,3,1,2,1,29.0,2022-11-09,False
TXN_8817119,22,37,2,2,2,5,167.5,2024-04-27,True
TXN_4160315,5,160,3,2,7,9,288.0,2022-08-20,
TXN_5438923,3,166,2,2,7,4,158.0,2023-07-21,False
TXN_8838958,1,74,1,1,3,7,108.5,2024-11-08,
TXN_5911306,21,162,3,2,7,8,268.0,2022-10-10,True
TXN_8714034,9,97,3,1,4,4,50.0,2023-01-07,True
TXN_5960646,21,19,3,2,1,8,64.0,2024-03-18,True
TXN_1839621,1,49,3,2,2,1,15.5,2024-04-07,True
TXN_5944361,1,160,2,1,7,4,128.0,2022-10-10,False
TXN_7159417,11,104,1,1,5,5,115.0,2024-03-14,False
TXN_3759367,18,10,3,1,1,1,32.0,2023-05-07,True
TXN_1676564,12,143,3,2,6,6,39.0,2024-06-18,True
TXN_7493896,11,77,1,1,4,4,80.0,2024-12-07,True
TXN_9279646,8,175,2,2,7,7,119.0,2022-10-11,
TXN_2080115,18,41,1,2,2,7,276.5,2024-01-05,True
TXN_2634868,13,177,1,1,8,4,80.0,2024-06-26,False
TXN_9937190,23,104,3,1,5,3,69.0,2023-07-14,False
TXN_9222292,15,141,3,1,6,9,355.5,2024-12-25,False
TXN_3841425,24,174,2,1,7,6,93.0,2024-10-01,
TXN_3427896,15,178,1,1,8,3,64.5,2024-12-26,
TXN_7315614,22,131,3,1,6,10,260.0,2024-02-10,
TXN_5441868,5,146,3,2,6,5,55.0,2022-03-07,
TXN_5275517,10,108,1,2,5,8,232.0,2024-11-29,True
TXN_6260961,16,92,1,1,4,1,41.0,2024-10-25,
TXN_2139409,23,104,3,2,5,9,207.0,2022-05-21,
TXN_5343433,20,60,2,2,3,7,224.0,2022-12-11,True
TXN_7425133,3,187,1,1,8,10,335.0,2024-05-21,False
TXN_8793391,16,18,2,2,1,8,52.0,2024-04-14,True
TXN_5940844,23,10,2,1,1,2,64.0,2023-09-12,
TXN_3357122,5,39,2,2,2,2,73.0,2024-02-19,False
TXN_8846811,21,38,3,2,2,1,35.0,2022-09-06,False
TXN_6576457,19,200,2,1,8,10,170.0,2022-03-17,True
TXN_4581475,17,52,2,1,3,6,120.0,2023-06-16,True
TXN_6582130,3,79,3,2,4,9,207.0,2024-12-25,False
TXN_2910621,2,1,3,1,1,10,185.0,2023-03-05,False
TXN_9627402,4,44,1,2,2,10,80.0,2022-02-23,False
TXN_6676210,2,58,3,2,3,8,232.0,2023-11-27,
TXN_5351535,23,192,1,1,8,8,328.0,2024-10-15,True
TXN_4435938,5,79,2,1,4,4,92.0,2023-08-06,False
TXN_4181012,21,199,1,2,8,6,93.0,2024-06-24,
TXN_1475212,11,2,1,2,1,6,120.0,2023-10-14,
TXN_9755626,25,177,3,2,8,3,60.0,2023-01-31,False
TXN_3842430,19,109,2,1,5,8,244.0,2023-03-04,True
TXN_1102128,22,146,2,1,6,3,33.0,2024-05-01,False
TXN_4351153,21,125,1,1,5,8,136.0,2024-12-07,False
TXN_5823559,14,141,3,1,6,1,39.5,2024-01-17,False
TXN_6830801,14,172,2,1,7,3,37.5,2022-05-20,False
TXN_7480229,6,141,2,1,6,6,237.0,2022-01-22,True
TXN_9970141,10,86,1,1,4,3,15.0,2023-07-03,False
TXN_1841098,11,112,1,1,5,2,67.0,2023-10-22,False
TXN_4374445,12,117,3,2,5,10,410.0,2024-10-17,
TXN_2496138,22,121,1,2,5,2,22.0,2023-10-04,
TXN_9041908,22,92,1,2,4,8,328.0,2022-06-22,
TXN_6035994,15,22,2,1,1,8,100.0,2024-10-30,
TXN_3834320,18,5,1,1,1,2,49.0,2022-11-08,True
TXN_3456177,1,29,2,2,2,3,69.0,2023-06-23,True
TXN_6615809,20,74,2,1,3,7,108.5,2023-06-22,True
TXN_9583800,17,78,1,2,4,2,43.0,2023-09-18,
TXN_8870473,17,154,2,1,7,1,23.0,2023-05-29,False
TXN_9933625,25,187,1,2,8,8,268.0,2022-11-02,True
TXN_3668440,21,44,1,1,2,2,16.0,2022-01-18,True
TXN_4255841,21,64,2,2,3,9,328.5,2023-08-12,False
TXN_1795154,23,51,3,1,3,7,129.5,2023-06-14,True
TXN_3717384,1,105,1,1,5,6,147.0,2023-05-11,False
TXN_9616213,23,141,2,2,6,3,118.5,2023-03-11,True
TXN_7043807,24,131,3,1,6,7,182.0,2022-02-07,
TXN_6728454,8,166,2,2,7,3,118.5,2023-10-17,True
TXN_4322217,21,59,3,1,3,2,61.0,2024-11-23,True
TXN_2151215,2,46,1,1,2,4,44.0,2023-11-24,False
TXN_9987791,8,164,3,1,7,2,73.0,2022-10-07,True
TXN_2540564,24,71,1,2,3,1,11.0,2023-08-18,
TXN_9659532,21,145,1,1,6,8,76.0,2023-01-08,True
TXN_1783309,8,181,2,2,8,9,234.0,2023-01-17,
TXN_6908704,16,81,3,1,4,5,130.0,2024-02-04,True
TXN_6596970,25,103,2,1,5,6,129.0,2023-10-29,True
TXN_1742336,8,179,2,2,8,4,92.0,2022-03-08,False
TXN_7738273,6,19,1,2,1,9,72.0,2024-03-23,
TXN_2232768,2,112,3,1,5,9,301.5,2024-09-29,False
TXN_4863238,13,102,2,1,5,4,80.0,2022-11-16,True
TXN_9409545,5,89,2,2,4,7,255.5,2022-02-24,
TXN_5426614,19,156,3,2,7,7,182.0,2022-08-06,
TXN_1712455,25,46,2,1,2,9,99.0,2024-03-11,
TXN_7017598,4,195,2,2,8,6,57.0,2023-06-07,
TXN_7222601,18,78,1,2,4,2,43.0,2022-09-10,False
TXN_7864933,24,8,1,1,1,1,29.0,2022-11-29,True
TXN_7383288,10,156,3,1,7,9,234.0,2022-08-12,
TXN_8228155,17,29,2,2,2,5,115.0,2022-08-19,True
TXN_9564689,18,180,1,2,8,4,98.0,2022-04-06,
TXN_8504691,8,161,2,2,7,1,5.0,2023-12-21,True
TXN_7177109,5,130,1,1,6,4,98.0,2023-06-12,
TXN_9440172,20,17,2,1,1,9,369.0,2023-10-25,False
TXN_7436006,16,199,1,1,8,7,108.5,2023-07-25,True
TXN_3673808,23,185,3,1,8,10,320.0,2023-11-18,
TXN_1386646,24,177,3,2,8,6,120.0,2022-12-07,
TXN_3840387,19,23,1,1,1,5,70.0,2024-12-29,
TXN_5434897,25,40,1,1,2,1,38.0,2023-03-21,False
TXN_2218629,10,60,2,2,3,3,96.0,2022-03-21,False
TXN_9352178,24,193,3,1,8,8,52.0,2023-03-24,
TXN_9978418,10,30,3,2,2,5,122.5,2024-02-24,False
TXN_6660687,2,133,3,2,6,9,261.0,2024-12-27,False
TXN_8348586,3,82,2,2,4,8,220.0,2022-08-12,
TXN_7647224,13,161,2,1,7,7,35.0,2022-03-19,True
TXN_2676761,15,83,3,1,4,9,261.0,2024-04-03,
TXN_1409260,8,99,2,1,4,1,15.5,2022-09-21,
TXN_9671345,21,137,1,2,6,2,67.0,2022-09-13,False
TXN_6893703,13,179,2,1,8,1,23.0,2023-09-03,True
TXN_5744111,13,19,2,2,1,3,24.0,2024-08-21,
TXN_5224257,8,47,1,2,2,9,112.5,2022-08-13,False
TXN_5319794,1,7,2,2,1,10,275.0,2023-05-01,
TXN_7326092,1,40,2,2,2,5,190.0,2023-09-19,False
TXN_3342497,18,200,2,1,8,4,68.0,2023-07-03,
TXN_7235181,22,169,3,2,7,8,64.0,2023-12-13,
TXN_4657560,6,189,3,1,8,5,182.5,2022-10-18,True
TXN_4570770,12,77,2,1,4,3,60.0,2023-04-29,
TXN_6810161,17,102,1,2,5,3,60.0,2024-05-05,False
TXN_1544024,20,183,1,2,8,8,232.0,2024-11-16,
TXN_3107156,2,66,1,2,3,8,316.0,2024-12-23,True
TXN_2540525,3,64,1,1,3,2,73.0,2023-04-29,False
TXN_7595380,6,150,1,1,6,4,68.0,2022-11-13,False
TXN_9778912,14,88,2,2,4,8,280.0,2024-08-27,False
TXN_2771813,17,92,3,2,4,6,246.0,2022-06-10,
TXN_2461753,12,60,1,2,3,10,320.0,2022-10-18,
TXN_9228328,5,137,3,1,6,1,33.5,2022-09-29,False
TXN_8148435,24,90,2,2,4,6,228.0,2024-01-20,True
TXN_9014066,1,28,3,2,2,3,64.5,2022-11-20,
TXN_3864156,10,28,2,1,2,8,172.0,2023-05-25,
TXN_1325795,10,55,3,1,3,6,147.0,2022-04-29,False
TXN_9131959,1,168,2,2,7,1,6.5,2022-01-11,False
TXN_2755690,8,53,1,2,3,9,193.5,2024-11-04,False
TXN_5675339,20,87,2,2,4,4,134.0,2024-01-12,
TXN_2687566,19,132,2,2,6,1,27.5,2022-03-21,False
TXN_6070296,19,96,1,1,4,3,33.0,2024-01-31,False
TXN_7927802,20,39,3,2,2,8,292.0,2023-06-30,
TXN_1607995,23,85,2,1,4,6,192.0,2023-12-24,
TXN_1694461,17,28,1,2,2,10,215.0,2022-07-13,True
TXN_4728272,21,64,1,2,3,9,328.5,2023-02-27,False
