transaction_id,status,date,time,amount,card_id,city_id
TRX_00081,failed,2025-09-13,13:13:00,0.0,card_4,city_8
TRX_00082,success,2025-09-20,16:40:00,123456.0,card_4,city_4
TRX_00083,failed,2025-09-16,07:08:00,976246.0,card_4,city_2
TRX_00084,success,2025-09-14,14:30:00,555555.0,card_3,city_6
TRX_00085,failed,2025-09-30,23:59:00,0.0,card_3,city_8
TRX_00086,success,NULL,NULL,177050.0,card_3,city_8
TRX_00087,failed,2025-09-02,14:11:00,999999.0,card_4,city_3
TRX_00088,failed,2025-09-29,10:48:00,1578078.0,card_2,city_7
TRX_00089,failed,2025-09-01,02:30:00,471227.0,card_4,city_3
TRX_00090,success,NULL,NULL,419089.0,card_3,city_8
TRX_00091,success,2025-09-16,07:08:00,976246.0,card_4,city_2
TRX_00092,success,NULL,NULL,5000.0,card_3,city_7
TRX_00093,failed,NULL,NULL,NULL,card_3,city_8
TRX_00094,success,2025-09-23,02:37:00,1463119.0,card_3,city_6
TRX_00095,success,NULL,NULL,0.0,card_3,city_8
TRX_00096,failed,2025-09-03,21:23:00,1782689.0,card_1,city_8
TRX_00097,failed,2025-09-12,03:27:00,914282.0,card_2,city_4
TRX_00098,failed,2025-09-30,19:51:00,914465.0,card_2,city_1
TRX_00099,success,2025-09-11,15:00:00,585954.0,card_2,city_8
TRX_00100,success,2025-09-10,23:00:00,200000.0,card_4,city_8
TRX_00101,failed,2025-09-11,03:00:00,0.0,card_4,city_8
TRX_00102,success,NULL,NULL,5000.0,card_3,city_8
TRX_00103,success,2025-09-11,01:00:00,NULL,card_4,city_8
TRX_00104,success,2025-09-07,10:48:00,1427657.0,card_4,city_8
TRX_00105,success,2025-09-20,13:10:00,1578078.0,card_3,city_8
TRX_00106,failed,2025-09-29,03:27:00,250000.0,card_4,city_8
TRX_00107,success,2025-09-15,13:13:00,0.0,card_2,city_2
TRX_00108,success,2025-09-11,11:11:00,1782689.0,card_4,city_8
TRX_00109,failed,2025-09-08,21:21:00,1050805.0,card_2,city_8
TRX_00110,success,2025-09-29,22:27:00,1387769.0,card_4,city_7
TRX_00111,failed,2025-09-21,03:00:00,1502601.0,card_3,city_8
TRX_00112,success,2025-09-07,12:12:00,999999.0,card_2,city_2
TRX_00113,failed,2025-09-26,07:32:00,0.0,card_4,city_8
TRX_00114,success,2025-09-19,12:12:00,200000.0,card_4,city_8
TRX_00115,failed,2025-09-23,19:19:00,914282.0,card_1,city_6
TRX_00116,failed,2025-09-11,07:32:00,774681.0,card_4,city_8
TRX_00117,failed,2025-09-11,14:30:00,1305967.0,card_4,city_2
TRX_00118,failed,2025-09-24,11:11:00,177050.0,card_4,city_3
TRX_00119,failed,2025-09-21,11:11:00,650000.0,card_3,city_8
TRX_00120,success,2025-09-04,10:05:00,12345.0,card_1,city_1
TRX_00121,success,2025-09-08,19:51:00,999999.0,card_2,city_8
TRX_00122,success,2025-09-24,03:00:00,50200.0,card_2,city_3
TRX_00123,failed,2025-09-03,17:17:00,1305967.0,card_3,city_8
TRX_00124,failed,2025-09-22,00:00:00,471227.0,card_2,city_1
TRX_00125,failed,2025-09-21,11:11:00,250000.0,NULL,city_3
TRX_00126,failed,2025-09-02,11:11:00,177050.0,card_4,city_5
TRX_00127,failed,2025-09-24,13:10:00,471227.0,card_2,city_7
TRX_00128,success,2025-09-12,16:40:00,NULL,card_4,city_6
TRX_00129,success,2025-09-30,16:40:00,976246.0,card_4,city_2
TRX_00130,failed,2025-09-06,01:01:00,120000.0,card_4,city_8
TRX_00131,success,2025-09-02,16:40:00,1050805.0,card_4,city_4
TRX_00132,success,2025-09-28,03:27:00,0.0,card_3,city_6
TRX_00133,failed,2025-09-21,21:10:00,1158713.0,card_2,city_8
TRX_00134,success,2025-09-01,14:30:00,450000.0,card_3,city_6
TRX_00135,failed,2025-09-12,22:27:00,999999.0,card_2,city_6
TRX_00136,failed,2025-09-26,03:27:00,999999.0,card_4,city_8
TRX_00137,success,2025-09-22,02:54:00,100.5,card_2,city_2
TRX_00138,failed,2025-09-29,11:11:00,999999.0,card_1,city_8
TRX_00139,success,2025-09-12,19:51:00,NULL,card_4,city_8
TRX_00140,failed,2025-09-25,12:34:00,5000.0,card_2,city_2
TRX_00141,success,2025-09-17,14:02:00,99999.0,card_2,city_2
TRX_00142,success,2025-09-27,02:24:00,1578078.0,card_3,city_8
TRX_00143,failed,2025-09-27,11:11:00,63489.0,card_1,city_8
TRX_00144,failed,2025-09-10,19:29:00,450000.0,card_3,city_7
TRX_00145,success,2025-09-28,19:40:00,177050.0,card_2,city_8
TRX_00146,failed,2025-09-28,12:12:00,1050805.0,card_1,city_8
TRX_00147,failed,2025-09-16,07:32:00,5000.0,card_2,city_3
TRX_00148,failed,2025-09-15,11:11:00,1578078.0,card_3,city_2
TRX_00149,success,2025-09-30,21:23:00,343679.0,card_4,city_8
TRX_00150,success,2025-09-30,09:09:00,555555.0,card_2,city_5
TRX_00151,failed,2025-09-15,05:23:00,471227.0,card_3,city_6
TRX_00152,success,2025-09-30,01:01:00,976246.0,card_3,city_2
TRX_00153,success,2025-09-19,14:00:00,343679.0,card_1,city_3
TRX_00154,failed,2025-09-12,21:23:00,1463119.0,card_4,city_3
TRX_00155,failed,2025-09-23,08:08:00,200000.0,card_4,city_1
TRX_00156,success,2025-09-20,02:24:00,976246.0,card_3,city_4
TRX_00157,success,2025-09-25,07:32:00,NULL,card_3,city_1
TRX_00158,success,2025-09-03,18:12:00,774681.0,card_1,city_8
TRX_00159,success,2025-09-05,02:30:00,1578078.0,card_4,city_3
TRX_00160,failed,2025-09-19,02:24:00,205000.0,card_4,city_7
TRX_00161,failed,2025-09-07,02:30:00,1000.0,card_3,city_7
TRX_00162,failed,2025-09-21,07:08:00,5000.0,card_1,city_8
TRX_00163,success,2025-09-09,14:02:00,419089.0,card_3,city_8
TRX_00164,failed,2025-09-07,09:09:00,0.0,card_2,NULL
TRX_00165,failed,2025-09-18,16:16:00,NULL,card_4,city_2
TRX_00166,success,2025-09-04,16:40:00,5000.0,NULL,city_8
TRX_00167,failed,2025-09-25,19:29:00,0.0,card_3,city_8
TRX_00168,success,2025-09-28,14:11:00,0.0,card_3,city_7
TRX_00169,failed,2025-09-14,13:10:00,100.5,card_2,city_5
TRX_00170,success,2025-09-18,03:27:00,1578078.0,card_4,city_2
TRX_00171,success,2025-09-26,16:40:00,1427657.0,card_1,city_6
TRX_00172,failed,2025-09-09,13:13:00,999999.0,card_4,city_2
TRX_00173,failed,2025-09-26,12:12:00,0.0,card_3,city_3
TRX_00174,failed,2025-09-21,21:21:00,0.0,card_3,city_2
TRX_00175,failed,2025-09-02,06:30:00,1768588.0,card_4,city_5
TRX_00176,success,2025-09-20,11:11:00,555555.0,card_4,city_7
TRX_00177,success,2025-09-28,04:04:00,5000.0,card_1,city_3
TRX_00178,success,2025-09-15,07:07:00,205000.0,card_2,city_6
TRX_00179,failed,2025-09-28,13:10:00,419089.0,card_3,city_2
TRX_00180,failed,2025-09-07,06:06:00,914465.0,card_3,city_7
TRX_00181,success,2025-09-12,23:59:00,545116.0,card_4,city_6
TRX_00182,failed,2025-09-29,21:23:00,976246.0,card_4,city_8
TRX_00183,failed,2025-09-08,19:40:00,5000.0,card_3,city_8
TRX_00184,failed,2025-09-15,23:17:00,0.0,card_4,city_1
TRX_00185,success,2025-09-03,05:23:00,585954.0,card_3,city_5
TRX_00186,failed,2025-09-14,07:08:00,583952.0,card_4,city_4
TRX_00187,failed,2025-09-17,01:51:00,1883871.0,card_4,city_8
TRX_00188,failed,2025-09-04,05:23:00,100.5,card_4,city_5
TRX_00189,success,2025-09-18,14:00:00,0.0,card_3,city_3
TRX_00190,failed,2025-09-08,14:00:00,583952.0,card_3,city_4
TRX_00191,success,2025-09-04,10:05:00,1.0,card_3,city_7
TRX_00192,success,2025-09-02,17:07:00,1578078.0,card_3,city_3
TRX_00193,failed,2025-09-30,04:04:00,99999.0,card_3,city_8
TRX_00194,success,2025-09-06,08:08:00,0.0,card_4,city_3
TRX_00195,success,2025-09-22,02:54:00,1000.0,card_3,city_8
TRX_00196,failed,2025-09-10,19:51:00,999999.0,card_1,city_7
TRX_00197,success,2025-09-04,03:27:00,1387769.0,card_1,city_4
TRX_00198,success,2025-09-22,04:15:00,999999.0,card_4,city_5
TRX_00199,failed,2025-09-29,16:16:00,1782689.0,card_4,city_8
TRX_00200,success,2025-09-18,10:05:00,5000.0,card_4,city_7
TRX_00201,failed,2025-09-26,14:11:00,1472823.0,card_4,city_1
TRX_00202,success,2025-09-12,09:45:00,1578078.0,card_2,city_3
TRX_00203,success,2025-09-02,16:40:00,100.5,card_3,city_3
TRX_00204,success,2025-09-10,02:20:00,585954.0,card_3,city_8
TRX_00205,failed,2025-09-30,09:09:00,177050.0,card_4,city_7
TRX_00206,failed,2025-09-04,14:00:00,1578078.0,card_3,city_8
TRX_00207,success,2025-09-14,23:59:00,1427657.0,card_1,city_6
TRX_00208,success,2025-09-16,01:01:00,5000.0,card_3,city_8
TRX_00209,failed,2025-09-15,22:27:00,585954.0,NULL,city_7
TRX_00210,failed,2025-09-08,23:17:00,99999.0,card_2,city_7
TRX_00211,success,2025-09-14,17:07:00,0.0,card_1,city_3
TRX_00212,success,2025-09-23,19:29:00,1427657.0,card_4,city_8
TRX_00213,success,2025-09-28,02:37:00,343679.0,card_2,city_3
TRX_00214,failed,2025-09-25,19:40:00,1782689.0,card_3,city_3
TRX_00215,success,2025-09-30,13:10:00,1782689.0,card_4,city_2
TRX_00216,failed,2025-09-08,11:11:00,555555.0,card_1,city_3
TRX_00217,failed,2025-09-21,03:27:00,12345.0,card_4,city_1
TRX_00218,failed,2025-09-16,07:08:00,333333.0,card_4,city_1
TRX_00219,success,2025-09-13,10:48:00,200000.0,card_3,city_3
TRX_00220,failed,2025-09-18,02:24:00,914465.0,card_3,city_8
TRX_00221,success,2025-09-15,09:45:00,250000.0,card_4,city_6
TRX_00222,success,2025-09-21,13:10:00,471227.0,NULL,city_4
TRX_00223,success,2025-09-24,15:45:00,1463119.0,card_4,city_8
TRX_00224,success,2025-09-26,07:07:00,1427657.0,card_4,city_6
TRX_00225,success,2025-09-25,21:23:00,100000.0,card_4,city_6
TRX_00226,success,2025-09-28,04:40:00,100.5,card_4,NULL
TRX_00227,failed,2025-09-28,23:59:00,583952.0,card_4,city_8
TRX_00228,success,2025-09-28,21:23:00,NULL,card_4,city_7
TRX_00229,success,2025-09-13,00:00:00,333333.0,card_3,city_6
TRX_00230,success,2025-09-09,08:08:00,0.0,card_2,city_7
TRX_00231,failed,2025-09-29,14:11:00,1.0,card_3,city_2
TRX_00232,failed,2025-09-15,11:11:00,555555.0,card_2,city_8
TRX_00233,failed,2025-09-13,06:06:00,452545.0,card_4,city_5
TRX_00234,failed,2025-09-01,16:40:00,100.5,card_2,city_8
TRX_00235,success,2025-09-25,09:00:00,0.0,card_2,city_7
TRX_00236,failed,2025-09-07,18:12:00,205000.0,card_3,city_8
TRX_00237,failed,2025-09-09,08:08:00,NULL,card_2,city_5
TRX_00238,failed,2025-09-24,08:08:00,343679.0,card_3,city_8
TRX_00239,failed,2025-09-01,09:09:00,177050.0,card_3,city_8
TRX_00240,failed,2025-09-12,12:12:00,999999.0,card_4,city_5
TRX_00241,success,2025-09-08,16:40:00,774681.0,card_3,city_8
TRX_00242,success,2025-09-24,16:40:00,100.5,card_4,city_7
TRX_00243,failed,2025-09-11,23:17:00,1000.0,card_4,city_6
TRX_00244,failed,2025-09-19,02:37:00,120000.0,card_3,city_2
TRX_00245,failed,2025-09-17,16:40:00,850000.0,card_4,city_4
TRX_00246,failed,2025-09-08,22:27:00,412308.0,card_4,city_8
TRX_00247,success,2025-09-03,02:37:00,5000.0,card_3,city_2
TRX_00248,success,2025-09-03,03:27:00,545116.0,card_2,city_2
TRX_00249,failed,2025-09-01,02:37:00,419089.0,card_3,city_3
TRX_00250,failed,2025-09-27,19:40:00,999999.0,card_2,city_7
TRX_00251,success,2025-09-05,16:40:00,100000.0,card_4,city_8
TRX_00252,failed,2025-09-10,02:20:00,1305967.0,card_3,city_8
TRX_00253,success,2025-09-07,03:27:00,5000.0,card_4,city_8
TRX_00254,success,2025-09-26,09:09:00,0.0,card_3,city_8
TRX_00255,failed,2025-09-09,21:21:00,419089.0,card_1,city_7
TRX_00256,failed,2025-09-28,00:00:00,976246.0,card_3,city_5
TRX_00257,failed,2025-09-07,23:59:00,5000.0,card_3,city_8
TRX_00258,success,2025-09-09,10:48:00,1158713.0,card_3,city_6
TRX_00259,success,2025-09-08,16:40:00,0.0,card_2,city_8
TRX_00260,failed,2025-09-12,19:51:00,914465.0,card_2,city_8
TRX_00261,success,2025-09-02,10:48:00,1768588.0,card_3,city_3
TRX_00262,success,2025-09-01,04:15:00,452545.0,card_2,city_7
TRX_00263,failed,2025-09-16,12:34:00,300000.0,card_4,city_8
TRX_00264,success,2025-09-23,07:32:00,999999.0,card_4,city_3
TRX_00265,success,2025-09-23,22:27:00,1768588.0,card_3,city_1
TRX_00266,success,2025-09-30,18:00:00,1427657.0,card_1,city_3
TRX_00267,failed,2025-09-24,00:00:00,120000.0,card_4,city_8
TRX_00268,failed,2025-09-05,07:32:00,200000.0,card_4,city_4
TRX_00269,failed,2025-09-03,07:32:00,0.0,card_4,city_8
TRX_00270,failed,2025-09-12,02:30:00,914282.0,card_1,city_8
TRX_00271,success,2025-09-08,23:17:00,5000.0,card_4,city_7
TRX_00272,success,2025-09-22,20:33:00,5000.0,card_4,city_8
TRX_00273,failed,2025-09-27,07:32:00,471227.0,card_1,city_5
TRX_00274,success,2025-09-03,12:12:00,177050.0,card_2,city_8
TRX_00275,failed,2025-09-01,09:09:00,850000.0,card_1,city_2
TRX_00276,success,2025-09-03,23:59:00,914465.0,card_3,city_8
TRX_00277,success,2025-09-05,02:37:00,250000.0,card_1,city_2
TRX_00278,success,2025-09-15,23:59:00,250000.0,card_4,city_6
TRX_00279,success,2025-09-14,02:30:00,976246.0,card_4,city_2
TRX_00280,success,2025-09-03,21:10:00,900000.0,card_3,city_2
TRX_00281,failed,2025-09-01,18:00:00,0.0,card_4,NULL
TRX_00282,failed,2025-09-05,05:56:00,250000.0,card_1,city_3
TRX_00283,failed,2025-09-26,19:19:00,12345.0,card_1,city_4
TRX_00284,failed,2025-09-23,21:21:00,1883871.0,card_4,city_5
TRX_00285,success,2025-09-14,07:08:00,850000.0,card_4,city_6
TRX_00286,success,2025-09-07,02:37:00,250000.0,card_3,city_8
TRX_00287,success,2025-09-27,01:51:00,300000.0,card_1,city_8
TRX_00288,success,2025-09-09,12:44:00,585954.0,card_4,city_6
TRX_00289,failed,2025-09-15,19:51:00,914282.0,card_2,city_2
TRX_00290,failed,2025-09-15,00:00:00,1502601.0,card_3,city_8
TRX_00291,failed,2025-09-26,02:37:00,1578078.0,card_1,city_7
TRX_00292,success,2025-09-10,22:27:00,1578078.0,card_3,city_8
TRX_00293,failed,2025-09-28,00:00:00,200000.0,card_4,city_8
TRX_00294,success,2025-09-13,00:00:00,0.0,card_4,city_7
TRX_00295,success,2025-09-19,21:23:00,914282.0,card_2,city_8
TRX_00296,success,2025-09-07,20:33:00,1000.0,card_4,city_6
TRX_00297,failed,2025-09-17,10:48:00,1782689.0,card_1,city_4
TRX_00298,failed,2025-09-20,20:33:00,419089.0,card_2,city_5
TRX_00299,failed,2025-09-29,00:00:00,5000.0,card_4,city_2
TRX_00300,success,2025-09-04,21:23:00,1158713.0,card_2,city_4
TRX_00301,failed,2025-09-30,10:48:00,443463.0,card_3,city_1
TRX_00302,failed,2025-09-05,10:05:00,120000.0,card_4,city_7
TRX_00303,success,2025-09-23,13:13:00,NULL,card_1,city_2
TRX_00304,failed,2025-09-07,12:34:00,1472823.0,card_3,city_8
TRX_00305,success,2025-09-13,23:17:00,419089.0,card_1,city_8
TRX_00306,success,2025-09-15,01:51:00,5000.0,card_3,city_7
TRX_00307,success,2025-09-11,09:00:00,650000.0,card_1,city_8
TRX_00308,failed,2025-09-29,08:08:00,NULL,card_2,city_8
TRX_00309,failed,2025-09-04,09:45:00,0.0,card_4,city_7
TRX_00310,failed,2025-09-13,18:45:00,1578078.0,card_3,city_8
TRX_00311,failed,2025-09-07,11:11:00,585954.0,card_2,city_8
TRX_00312,failed,2025-09-27,02:54:00,200000.0,card_4,city_2
TRX_00313,success,2025-09-19,12:44:00,583952.0,card_3,city_8
TRX_00314,success,2025-09-22,11:11:00,1463119.0,card_4,city_1
TRX_00315,failed,2025-09-28,07:32:00,177050.0,card_4,city_1
TRX_00316,failed,2025-09-02,23:17:00,0.0,card_3,city_2
TRX_00317,success,2025-09-10,14:11:00,0.0,card_3,city_8
TRX_00318,failed,2025-09-13,04:15:00,0.0,card_4,city_3
TRX_00319,failed,2025-09-30,07:08:00,NULL,card_1,city_3
TRX_00320,success,2025-09-25,02:20:00,0.0,card_4,city_8
TRX_00321,failed,2025-09-21,23:59:00,100.5,card_4,city_3
TRX_00322,success,2025-09-06,19:40:00,1502601.0,card_2,city_8
TRX_00323,failed,2025-09-28,20:33:00,5000.0,card_3,city_7
TRX_00324,success,2025-09-28,14:11:00,200000.0,card_4,city_3
TRX_00325,failed,2025-09-12,22:27:00,419089.0,card_2,city_3
TRX_00326,failed,2025-09-12,00:00:00,200000.0,card_3,city_7
TRX_00327,success,2025-09-20,21:21:00,1.0,card_1,city_4
TRX_00328,success,2025-09-30,02:30:00,914465.0,card_4,city_8
TRX_00329,success,2025-09-30,10:05:00,50200.0,card_3,city_8
TRX_00330,failed,2025-09-11,21:21:00,976246.0,card_4,city_8
TRX_00331,success,2025-09-26,03:27:00,200000.0,card_2,city_5
TRX_00332,failed,2025-09-23,21:23:00,177050.0,card_3,city_6
TRX_00333,success,2025-09-28,19:19:00,5000.0,card_2,city_8
TRX_00334,success,2025-09-25,14:55:00,5000.0,card_4,city_5
TRX_00335,success,2025-09-07,14:02:00,850000.0,card_4,city_7
TRX_00336,success,2025-09-30,14:11:00,443463.0,card_4,city_8
TRX_00337,failed,2025-09-01,02:30:00,99999.0,card_3,city_8
TRX_00338,failed,2025-09-01,14:00:00,NULL,card_4,city_4
TRX_00339,success,2025-09-25,13:13:00,5000.0,card_3,city_3
TRX_00340,success,2025-09-27,04:04:00,1463119.0,card_3,city_8
TRX_00341,success,2025-09-30,10:05:00,976246.0,card_4,city_4
TRX_00342,success,2025-09-25,02:30:00,63489.0,card_3,city_7
TRX_00343,success,2025-09-20,10:05:00,177050.0,card_4,city_8
TRX_00344,success,2025-09-13,19:29:00,650000.0,card_4,city_1
TRX_00345,failed,2025-09-09,11:11:00,120000.0,card_1,city_4
TRX_00346,failed,2025-09-03,14:11:00,650000.0,card_3,city_7
TRX_00347,failed,2025-09-07,00:00:00,0.0,card_3,city_1
TRX_00348,success,2025-09-06,05:23:00,471227.0,card_4,city_4
TRX_00349,success,2025-09-08,02:54:00,5000.0,card_1,city_8
TRX_00350,failed,2025-09-27,10:48:00,412308.0,card_3,city_8
TRX_00351,success,2025-09-09,05:56:00,1305967.0,card_2,city_7
TRX_00352,success,2025-09-30,10:05:00,914282.0,card_4,city_3
TRX_00353,failed,2025-09-05,14:11:00,583952.0,card_4,city_3
TRX_00354,success,2025-09-01,00:00:00,900000.0,card_4,city_8
TRX_00355,success,2025-09-19,03:00:00,1768588.0,card_3,city_4
TRX_00356,success,2025-09-10,12:12:00,419089.0,card_2,city_8
TRX_00357,failed,2025-09-12,19:19:00,1578078.0,card_4,city_2
TRX_00358,failed,2025-09-24,03:27:00,177050.0,card_4,city_3
TRX_00359,failed,2025-09-15,02:30:00,343679.0,card_1,city_7
TRX_00360,failed,2025-09-27,05:23:00,443463.0,card_3,city_8
TRX_00361,success,2025-09-22,02:37:00,850000.0,card_4,city_4
TRX_00362,failed,2025-09-24,02:37:00,0.0,card_2,city_5
TRX_00363,failed,2025-09-09,11:11:00,5000.0,card_3,city_6
TRX_00364,success,2025-09-20,12:12:00,1768588.0,card_3,city_1
TRX_00365,failed,2025-09-17,08:08:00,443463.0,card_4,city_3
TRX_00366,success,2025-09-30,14:30:00,200000.0,card_3,city_3
TRX_00367,failed,2025-09-17,07:08:00,0.0,card_3,city_7
TRX_00368,success,2025-09-26,13:13:00,200000.0,card_4,city_5
TRX_00369,failed,2025-09-20,14:11:00,123456.0,card_1,city_2
TRX_00370,failed,2025-09-12,20:33:00,976246.0,card_1,city_8
TRX_00371,success,2025-09-30,02:24:00,1.0,card_1,city_2
TRX_00372,success,2025-09-07,14:00:00,1502601.0,card_3,city_8
TRX_00373,success,2025-09-02,14:30:00,452545.0,NULL,city_1
TRX_00374,success,2025-09-03,17:17:00,5000.0,card_4,city_3
TRX_00375,failed,2025-09-17,05:56:00,343679.0,card_4,city_4
TRX_00376,success,2025-09-05,09:09:00,471227.0,card_4,city_2
TRX_00377,success,2025-09-17,12:12:00,50200.0,card_4,city_4
TRX_00378,failed,2025-09-24,20:20:00,1472823.0,card_1,city_7
TRX_00379,failed,2025-09-17,18:12:00,250000.0,card_3,city_8
TRX_00380,success,2025-09-27,02:20:00,914282.0,card_4,city_1
TRX_00381,failed,2025-09-17,21:21:00,333333.0,card_3,city_1
TRX_00382,success,2025-09-02,20:20:00,5000.0,card_4,city_2
TRX_00383,failed,2025-09-02,12:12:00,914465.0,card_3,city_8
TRX_00384,success,2025-09-28,11:11:00,471227.0,card_2,city_3
TRX_00385,success,2025-09-22,07:08:00,120000.0,card_3,city_2
TRX_00386,success,2025-09-23,23:59:00,250000.0,card_4,city_8
TRX_00387,failed,2025-09-05,10:05:00,850000.0,card_4,city_1
TRX_00388,failed,2025-09-01,10:48:00,450000.0,card_1,city_8
TRX_00389,failed,2025-09-01,14:02:00,585954.0,card_4,city_5
TRX_00390,success,2025-09-19,14:55:00,999999.0,card_4,city_3
TRX_00391,success,2025-09-30,02:30:00,0.0,card_3,city_5
TRX_00392,failed,2025-09-02,19:51:00,300000.0,card_2,city_4
TRX_00393,failed,2025-09-21,10:48:00,123456.0,card_4,city_7
TRX_00394,success,2025-09-12,20:20:00,774681.0,card_3,city_7
TRX_00395,failed,2025-09-26,21:21:00,1768588.0,card_3,city_1
TRX_00396,success,2025-09-06,23:59:00,471227.0,card_4,city_8
