transaction_id,status,time,date,card_type,city,amount,amount_raw
TXN_00051,success,02:20:00,2025-09-14,Discover,Ahvaz,300000.0,300000
TXN_00052,failed,,,Visa,Tehran,0.0,0
TXN_00053,success,19:19:00,2025-09-19,MasterCard,Mashhad,650000.0,650000
TXN_00054,failed,12:34:00,2025-09-12,Visa,Isfahan,5000.0,-5000
TXN_00055,success,13:13:00,2025-09-13,Visa,Tehran,200000.0,200000
TXN_00056,failed,,,MasterCard,Tehran,1305967.0,1305967
TXN_00057,success,04:04:00,2025-09-04,Amex,Tabriz,50200.0,50200
TXN_00058,failed,11:11:00,2025-09-11,Visa,Tehran,0.0,0
TXN_00059,success,15:45:00,2025-09-15,Discover,Shiraz,900000.0,900000
TXN_00060,failed,,,,Qom,100.5,100.50
TXN_00061,failed,09:09:00,2025-09-09,Visa,Qom,583952.0,583952
TXN_00062,success,06:06:00,2025-09-06,MasterCard,Karaj,1768588.0,1768588
TXN_00063,failed,20:20:00,2025-09-20,MasterCard,Tehran,177050.0,177050
TXN_00064,success,01:01:00,2025-09-01,Amex,Ahvaz,450000.0,450000
TXN_00065,failed,14:11:00,2025-09-02,Visa,Karaj,999999.0,-999999
TXN_00066,success,17:17:00,2025-09-17,Visa,Tehran,1387769.0,1387769
TXN_00067,failed,,,MasterCard,Tehran,,
TXN_00068,success,08:08:00,2025-09-08,MasterCard,Isfahan,120000.0,120000
TXN_00069,failed,03:27:00,2025-09-12,Discover,Mashhad,914282.0,914282
TXN_00070,success,,,MasterCard,Tabriz,5000.0,-5000
TXN_00071,failed,10:48:00,2025-09-29,Discover,Tabriz,1578078.0,1578078
TXN_00072,success,12:12:00,2025-09-12,Visa,Karaj,250000.0,250000
TXN_00073,failed,02:30:00,2025-09-01,Visa,Karaj,471227.0,471227
TXN_00074,success,21:10:00,2025-09-10,Amex,Isfahan,333333.0,333333
TXN_00075,failed,18:00:00,2025-09-18,MasterCard,Tehran,,9999999999
TXN_00076,success,09:00:00,2025-09-09,Visa,Tehran,200000.0,200000
TXN_00077,failed,19:51:00,2025-09-30,Discover,Ahvaz,914465.0,914465
TXN_00078,success,00:00:00,2025-09-01,MasterCard,Tabriz,1000.0,1000
TXN_00079,failed,,,MasterCard,Tehran,177050.0,177050
TXN_00080,success,11:11:00,2025-09-11,Discover,Qom,850000.0,850000
TXN_00081,failed,13:13:00,2025-09-13,Visa,Tehran,0.0,0
TXN_00082,success,16:40:00,2025-09-20,Visa,Mashhad,123456.0,123456
TXN_00083,failed,07:08:00,2025-09-16,Visa,Isfahan,976246.0,976246
TXN_00084,success,14:30:00,2025-09-14,MasterCard,Shiraz,555555.0,555555
TXN_00085,failed,23:59:00,2025-09-30,MasterCard,Tehran,0.0,0
TXN_00086,success,,,MasterCard,Tehran,177050.0,177050
TXN_00087,failed,14:11:00,2025-09-02,Visa,Karaj,999999.0,-999999
TXN_00088,failed,10:48:00,2025-09-29,Discover,Tabriz,1578078.0,1578078
TXN_00089,failed,02:30:00,2025-09-01,Visa,Karaj,471227.0,471227
TXN_00090,success,,,MasterCard,Tehran,419089.0,419089
TXN_00091,success,07:08:00,2025-09-16,Visa,Isfahan,976246.0,976246
TXN_00092,success,,,MasterCard,Tabriz,5000.0,-5000
TXN_00093,failed,,,MasterCard,Tehran,,
TXN_00094,success,02:37:00,2025-09-23,MasterCard,Shiraz,1463119.0,1463119
TXN_00095,success,,,MasterCard,Tehran,0.0,0
TXN_00096,failed,21:23:00,2025-09-03,Amex,Tehran,1782689.0,1782689
TXN_00097,failed,03:27:00,2025-09-12,Discover,Mashhad,914282.0,914282
TXN_00098,failed,19:51:00,2025-09-30,Discover,Ahvaz,914465.0,914465
TXN_00099,success,15:00:00,2025-09-11,Discover,Tehran,585954.0,585954
TXN_00100,success,23:00:00,2025-09-10,Visa,Tehran,200000.0,200000
TXN_00101,failed,03:00:00,2025-09-11,Visa,Tehran,0.0,0
TXN_00102,success,,,MasterCard,Tehran,5000.0,-5000
TXN_00103,success,01:00:00,2025-09-11,Visa,Tehran,,99999999
TXN_00104,success,10:48:00,2025-09-07,Visa,Tehran,1427657.0,1427657.0
TXN_00105,success,13:10:00,2025-09-20,MasterCard,Tehran,1578078.0,1578078.0
TXN_00106,failed,03:27:00,2025-09-29,Visa,Tehran,250000.0,250000.0
TXN_00107,success,13:13:00,2025-09-15,Discover,Isfahan,0.0,0.0
TXN_00108,success,11:11:00,2025-09-11,Visa,Tehran,1782689.0,1782689.0
TXN_00109,failed,21:21:00,2025-09-08,Discover,Tehran,1050805.0,1050805.0
TXN_00110,success,22:27:00,2025-09-29,Visa,Tabriz,1387769.0,1387769.0
TXN_00111,failed,03:00:00,2025-09-21,MasterCard,Tehran,1502601.0,1502601.0
TXN_00112,success,12:12:00,2025-09-07,Discover,Isfahan,999999.0,-999999.0
TXN_00113,failed,07:32:00,2025-09-26,Visa,Tehran,0.0,0.0
TXN_00114,success,12:12:00,2025-09-19,Visa,Tehran,200000.0,200000.0
TXN_00115,failed,19:19:00,2025-09-23,Amex,Shiraz,914282.0,914282.0
TXN_00116,failed,07:32:00,2025-09-11,Visa,Tehran,774681.0,774681.0
TXN_00117,failed,14:30:00,2025-09-11,Visa,Isfahan,1305967.0,1305967.0
TXN_00118,failed,11:11:00,2025-09-24,Visa,Karaj,177050.0,177050.0
TXN_00119,failed,11:11:00,2025-09-21,MasterCard,Tehran,650000.0,650000.0
TXN_00120,success,10:05:00,2025-09-04,Amex,Ahvaz,12345.0,12345.0
TXN_00121,success,19:51:00,2025-09-08,Discover,Tehran,999999.0,-999999.0
TXN_00122,success,03:00:00,2025-09-24,Discover,Karaj,50200.0,50200.0
TXN_00123,failed,17:17:00,2025-09-03,MasterCard,Tehran,1305967.0,1305967.0
TXN_00124,failed,00:00:00,2025-09-22,Discover,Ahvaz,471227.0,471227.0
TXN_00125,failed,11:11:00,2025-09-21,,Karaj,250000.0,250000.0
TXN_00126,failed,11:11:00,2025-09-02,Visa,Qom,177050.0,177050.0
TXN_00127,failed,13:10:00,2025-09-24,Discover,Tabriz,471227.0,471227.0
TXN_00128,success,16:40:00,2025-09-12,Visa,Shiraz,,9999999999.0
TXN_00129,success,16:40:00,2025-09-30,Visa,Isfahan,976246.0,976246.0
TXN_00130,failed,01:01:00,2025-09-06,Visa,Tehran,120000.0,120000.0
TXN_00131,success,16:40:00,2025-09-02,Visa,Mashhad,1050805.0,1050805.0
TXN_00132,success,03:27:00,2025-09-28,MasterCard,Shiraz,0.0,0.0
TXN_00133,failed,21:10:00,2025-09-21,Discover,Tehran,1158713.0,1158713.0
TXN_00134,success,14:30:00,2025-09-01,MasterCard,Shiraz,450000.0,450000.0
TXN_00135,failed,22:27:00,2025-09-12,Discover,Shiraz,999999.0,-999999.0
TXN_00136,failed,03:27:00,2025-09-26,Visa,Tehran,999999.0,-999999.0
TXN_00137,success,02:54:00,2025-09-22,Discover,Isfahan,100.5,100.5
TXN_00138,failed,11:11:00,2025-09-29,Amex,Tehran,999999.0,-999999.0
TXN_00139,success,19:51:00,2025-09-12,Visa,Tehran,,9999999999.0
TXN_00140,failed,12:34:00,2025-09-25,Discover,Isfahan,5000.0,-5000.0
TXN_00141,success,14:02:00,2025-09-17,Discover,Isfahan,99999.0,99999.0
TXN_00142,success,02:24:00,2025-09-27,MasterCard,Tehran,1578078.0,1578078.0
TXN_00143,failed,11:11:00,2025-09-27,Amex,Tehran,63489.0,63489.0
TXN_00144,failed,19:29:00,2025-09-10,MasterCard,Tabriz,450000.0,450000.0
TXN_00145,success,19:40:00,2025-09-28,Discover,Tehran,177050.0,177050.0
TXN_00146,failed,12:12:00,2025-09-28,Amex,Tehran,1050805.0,1050805.0
TXN_00147,failed,07:32:00,2025-09-16,Discover,Karaj,5000.0,-5000.0
TXN_00148,failed,11:11:00,2025-09-15,MasterCard,Isfahan,1578078.0,1578078.0
TXN_00149,success,21:23:00,2025-09-30,Visa,Tehran,343679.0,343679.0
TXN_00150,success,09:09:00,2025-09-30,Discover,Qom,555555.0,555555.0
TXN_00151,failed,05:23:00,2025-09-15,MasterCard,Shiraz,471227.0,471227.0
TXN_00152,success,01:01:00,2025-09-30,MasterCard,Isfahan,976246.0,976246.0
TXN_00153,success,14:00:00,2025-09-19,Amex,Karaj,343679.0,343679.0
TXN_00154,failed,21:23:00,2025-09-12,Visa,Karaj,1463119.0,1463119.0
TXN_00155,failed,08:08:00,2025-09-23,Visa,Ahvaz,200000.0,200000.0
TXN_00156,success,02:24:00,2025-09-20,MasterCard,Mashhad,976246.0,976246.0
TXN_00157,success,07:32:00,2025-09-25,MasterCard,Ahvaz,,9999999999.0
TXN_00158,success,18:12:00,2025-09-03,Amex,Tehran,774681.0,774681.0
TXN_00159,success,02:30:00,2025-09-05,Visa,Karaj,1578078.0,1578078.0
TXN_00160,failed,02:24:00,2025-09-19,Visa,Tabriz,205000.0,205000.0
TXN_00161,failed,02:30:00,2025-09-07,MasterCard,Tabriz,1000.0,1000.0
TXN_00162,failed,07:08:00,2025-09-21,Amex,Tehran,5000.0,-5000.0
TXN_00163,success,14:02:00,2025-09-09,MasterCard,Tehran,419089.0,419089.0
TXN_00164,failed,09:09:00,2025-09-07,Discover,,0.0,0.0
TXN_00165,failed,16:16:00,2025-09-18,Visa,Isfahan,,9999999999.0
TXN_00166,success,16:40:00,2025-09-04,,Tehran,5000.0,-5000.0
TXN_00167,failed,19:29:00,2025-09-25,MasterCard,Tehran,0.0,0.0
TXN_00168,success,14:11:00,2025-09-28,MasterCard,Tabriz,0.0,0.0
TXN_00169,failed,13:10:00,2025-09-14,Discover,Qom,100.5,100.5
TXN_00170,success,03:27:00,2025-09-18,Visa,Isfahan,1578078.0,1578078.0
TXN_00171,success,16:40:00,2025-09-26,Amex,Shiraz,1427657.0,1427657.0
TXN_00172,failed,13:13:00,2025-09-09,Visa,Isfahan,999999.0,-999999.0
TXN_00173,failed,12:12:00,2025-09-26,MasterCard,Karaj,0.0,0.0
TXN_00174,failed,21:21:00,2025-09-21,MasterCard,Isfahan,0.0,0.0
TXN_00175,failed,06:30:00,2025-09-02,Visa,Qom,1768588.0,1768588.0
TXN_00176,success,11:11:00,2025-09-20,Visa,Tabriz,555555.0,555555.0
TXN_00177,success,04:04:00,2025-09-28,Amex,Karaj,5000.0,-5000.0
TXN_00178,success,07:07:00,2025-09-15,Discover,Shiraz,205000.0,205000.0
TXN_00179,failed,13:10:00,2025-09-28,MasterCard,Isfahan,419089.0,419089.0
TXN_00180,failed,06:06:00,2025-09-07,MasterCard,Tabriz,914465.0,914465.0
TXN_00181,success,23:59:00,2025-09-12,Visa,Shiraz,545116.0,545116.0
TXN_00182,failed,21:23:00,2025-09-29,Visa,Tehran,976246.0,976246.0
TXN_00183,failed,19:40:00,2025-09-08,MasterCard,Tehran,5000.0,-5000.0
TXN_00184,failed,23:17:00,2025-09-15,Visa,Ahvaz,0.0,0.0
TXN_00185,success,05:23:00,2025-09-03,MasterCard,Qom,585954.0,585954.0
TXN_00186,failed,07:08:00,2025-09-14,Visa,Mashhad,583952.0,583952.0
TXN_00187,failed,01:51:00,2025-09-17,Visa,Tehran,1883871.0,1883871.0
TXN_00188,failed,05:23:00,2025-09-04,Visa,Qom,100.5,100.5
TXN_00189,success,14:00:00,2025-09-18,MasterCard,Karaj,0.0,0.0
TXN_00190,failed,14:00:00,2025-09-08,MasterCard,Mashhad,583952.0,583952.0
TXN_00191,success,10:05:00,2025-09-04,MasterCard,Tabriz,1.0,-1.0
TXN_00192,success,17:07:00,2025-09-02,MasterCard,Karaj,1578078.0,1578078.0
TXN_00193,failed,04:04:00,2025-09-30,MasterCard,Tehran,99999.0,99999.0
TXN_00194,success,08:08:00,2025-09-06,Visa,Karaj,0.0,0.0
TXN_00195,success,02:54:00,2025-09-22,MasterCard,Tehran,1000.0,1000.0
TXN_00196,failed,19:51:00,2025-09-10,Amex,Tabriz,999999.0,-999999.0
TXN_00197,success,03:27:00,2025-09-04,Amex,Mashhad,1387769.0,1387769.0
TXN_00198,success,04:15:00,2025-09-22,Visa,Qom,999999.0,-999999.0
TXN_00199,failed,16:16:00,2025-09-29,Visa,Tehran,1782689.0,1782689.0
TXN_00200,success,10:05:00,2025-09-18,Visa,Tabriz,5000.0,-5000.0
TXN_00201,failed,14:11:00,2025-09-26,Visa,Ahvaz,1472823.0,1472823.0
TXN_00202,success,09:45:00,2025-09-12,Discover,Karaj,1578078.0,1578078.0
TXN_00203,success,16:40:00,2025-09-02,MasterCard,Karaj,100.5,100.5
TXN_00204,success,02:20:00,2025-09-10,MasterCard,Tehran,585954.0,585954.0
TXN_00205,failed,09:09:00,2025-09-30,Visa,Tabriz,177050.0,177050.0
TXN_00206,failed,14:00:00,2025-09-04,MasterCard,Tehran,1578078.0,1578078.0
TXN_00207,success,23:59:00,2025-09-14,Amex,Shiraz,1427657.0,1427657.0
TXN_00208,success,01:01:00,2025-09-16,MasterCard,Tehran,5000.0,-5000.0
TXN_00209,failed,22:27:00,2025-09-15,,Tabriz,585954.0,585954.0
TXN_00210,failed,23:17:00,2025-09-08,Discover,Tabriz,99999.0,99999.0
TXN_00211,success,17:07:00,2025-09-14,Amex,Karaj,0.0,0.0
TXN_00212,success,19:29:00,2025-09-23,Visa,Tehran,1427657.0,1427657.0
TXN_00213,success,02:37:00,2025-09-28,Discover,Karaj,343679.0,343679.0
TXN_00214,failed,19:40:00,2025-09-25,MasterCard,Karaj,1782689.0,1782689.0
TXN_00215,success,13:10:00,2025-09-30,Visa,Isfahan,1782689.0,1782689.0
TXN_00216,failed,11:11:00,2025-09-08,Amex,Karaj,555555.0,555555.0
TXN_00217,failed,03:27:00,2025-09-21,Visa,Ahvaz,12345.0,12345.0
TXN_00218,failed,07:08:00,2025-09-16,Visa,Ahvaz,333333.0,333333.0
TXN_00219,success,10:48:00,2025-09-13,MasterCard,Karaj,200000.0,200000.0
TXN_00220,failed,02:24:00,2025-09-18,MasterCard,Tehran,914465.0,914465.0
TXN_00221,success,09:45:00,2025-09-15,Visa,Shiraz,250000.0,250000.0
TXN_00222,success,13:10:00,2025-09-21,,Mashhad,471227.0,471227.0
TXN_00223,success,15:45:00,2025-09-24,Visa,Tehran,1463119.0,1463119.0
TXN_00224,success,07:07:00,2025-09-26,Visa,Shiraz,1427657.0,1427657.0
TXN_00225,success,21:23:00,2025-09-25,Visa,Shiraz,100000.0,100000.0
TXN_00226,success,04:40:00,2025-09-28,Visa,,100.5,100.5
TXN_00227,failed,23:59:00,2025-09-28,Visa,Tehran,583952.0,583952.0
TXN_00228,success,21:23:00,2025-09-28,Visa,Tabriz,,9999999999.0
TXN_00229,success,00:00:00,2025-09-13,MasterCard,Shiraz,333333.0,333333.0
TXN_00230,success,08:08:00,2025-09-09,Discover,Tabriz,0.0,0.0
TXN_00231,failed,14:11:00,2025-09-29,MasterCard,Isfahan,1.0,-1.0
TXN_00232,failed,11:11:00,2025-09-15,Discover,Tehran,555555.0,555555.0
TXN_00233,failed,06:06:00,2025-09-13,Visa,Qom,452545.0,452545.0
TXN_00234,failed,16:40:00,2025-09-01,Discover,Tehran,100.5,100.5
TXN_00235,success,09:00:00,2025-09-25,Discover,Tabriz,0.0,0.0
TXN_00236,failed,18:12:00,2025-09-07,MasterCard,Tehran,205000.0,205000.0
TXN_00237,failed,08:08:00,2025-09-09,Discover,Qom,,9999999999.0
TXN_00238,failed,08:08:00,2025-09-24,MasterCard,Tehran,343679.0,343679.0
TXN_00239,failed,09:09:00,2025-09-01,MasterCard,Tehran,177050.0,177050.0
TXN_00240,failed,12:12:00,2025-09-12,Visa,Qom,999999.0,-999999.0
TXN_00241,success,16:40:00,2025-09-08,MasterCard,Tehran,774681.0,774681.0
TXN_00242,success,16:40:00,2025-09-24,Visa,Tabriz,100.5,100.5
TXN_00243,failed,23:17:00,2025-09-11,Visa,Shiraz,1000.0,1000.0
TXN_00244,failed,02:37:00,2025-09-19,MasterCard,Isfahan,120000.0,120000.0
TXN_00245,failed,16:40:00,2025-09-17,Visa,Mashhad,850000.0,850000.0
TXN_00246,failed,22:27:00,2025-09-08,Visa,Tehran,412308.0,412308.0
TXN_00247,success,02:37:00,2025-09-03,MasterCard,Isfahan,5000.0,5000.0
TXN_00248,success,03:27:00,2025-09-03,Discover,Isfahan,545116.0,545116.0
TXN_00249,failed,02:37:00,2025-09-01,MasterCard,Karaj,419089.0,419089.0
TXN_00250,failed,19:40:00,2025-09-27,Discover,Tabriz,999999.0,-999999.0
TXN_00251,success,16:40:00,2025-09-05,Visa,Tehran,100000.0,100000.0
TXN_00252,failed,02:20:00,2025-09-10,MasterCard,Tehran,1305967.0,1305967.0
TXN_00253,success,03:27:00,2025-09-07,Visa,Tehran,5000.0,-5000.0
TXN_00254,success,09:09:00,2025-09-26,MasterCard,Tehran,0.0,0.0
TXN_00255,failed,21:21:00,2025-09-09,Amex,Tabriz,419089.0,419089.0
TXN_00256,failed,00:00:00,2025-09-28,MasterCard,Qom,976246.0,976246.0
TXN_00257,failed,23:59:00,2025-09-07,MasterCard,Tehran,5000.0,-5000.0
TXN_00258,success,10:48:00,2025-09-09,MasterCard,Shiraz,1158713.0,1158713.0
TXN_00259,success,16:40:00,2025-09-08,Discover,Tehran,0.0,0.0
TXN_00260,failed,19:51:00,2025-09-12,Discover,Tehran,914465.0,914465.0
TXN_00261,success,10:48:00,2025-09-02,MasterCard,Karaj,1768588.0,1768588.0
TXN_00262,success,04:15:00,2025-09-01,Discover,Tabriz,452545.0,452545.0
TXN_00263,failed,12:34:00,2025-09-16,Visa,Tehran,300000.0,300000.0
TXN_00264,success,07:32:00,2025-09-23,Visa,Karaj,999999.0,-999999.0
TXN_00265,success,22:27:00,2025-09-23,MasterCard,Ahvaz,1768588.0,1768588.0
TXN_00266,success,18:00:00,2025-09-30,Amex,Karaj,1427657.0,1427657.0
TXN_00267,failed,00:00:00,2025-09-24,Visa,Tehran,120000.0,120000.0
TXN_00268,failed,07:32:00,2025-09-05,Visa,Mashhad,200000.0,200000.0
TXN_00269,failed,07:32:00,2025-09-03,Visa,Tehran,0.0,0.0
TXN_00270,failed,02:30:00,2025-09-12,Amex,Tehran,914282.0,914282.0
TXN_00271,success,23:17:00,2025-09-08,Visa,Tabriz,5000.0,-5000.0
TXN_00272,success,20:33:00,2025-09-22,Visa,Tehran,5000.0,-5000.0
TXN_00273,failed,07:32:00,2025-09-27,Amex,Qom,471227.0,471227.0
TXN_00274,success,12:12:00,2025-09-03,Discover,Tehran,177050.0,177050.0
TXN_00275,failed,09:09:00,2025-09-01,Amex,Isfahan,850000.0,850000.0
TXN_00276,success,23:59:00,2025-09-03,MasterCard,Tehran,914465.0,914465.0
TXN_00277,success,02:37:00,2025-09-05,Amex,Isfahan,250000.0,250000.0
TXN_00278,success,23:59:00,2025-09-15,Visa,Shiraz,250000.0,250000.0
TXN_00279,success,02:30:00,2025-09-14,Visa,Isfahan,976246.0,976246.0
TXN_00280,success,21:10:00,2025-09-03,MasterCard,Isfahan,900000.0,900000.0
TXN_00281,failed,18:00:00,2025-09-01,Visa,,0.0,0.0
TXN_00282,failed,05:56:00,2025-09-05,Amex,Karaj,250000.0,250000.0
TXN_00283,failed,19:19:00,2025-09-26,Amex,Mashhad,12345.0,12345.0
TXN_00284,failed,21:21:00,2025-09-23,Visa,Qom,1883871.0,1883871.0
TXN_00285,success,07:08:00,2025-09-14,Visa,Shiraz,850000.0,850000.0
TXN_00286,success,02:37:00,2025-09-07,MasterCard,Tehran,250000.0,250000.0
TXN_00287,success,01:51:00,2025-09-27,Amex,Tehran,300000.0,300000.0
TXN_00288,success,12:44:00,2025-09-09,Visa,Shiraz,585954.0,585954.0
TXN_00289,failed,19:51:00,2025-09-15,Discover,Isfahan,914282.0,914282.0
TXN_00290,failed,00:00:00,2025-09-15,MasterCard,Tehran,1502601.0,1502601.0
TXN_00291,failed,02:37:00,2025-09-26,Amex,Tabriz,1578078.0,1578078.0
TXN_00292,success,22:27:00,2025-09-10,MasterCard,Tehran,1578078.0,1578078.0
TXN_00293,failed,00:00:00,2025-09-28,Visa,Tehran,200000.0,200000.0
TXN_00294,success,00:00:00,2025-09-13,Visa,Tabriz,0.0,0.0
TXN_00295,success,21:23:00,2025-09-19,Discover,Tehran,914282.0,914282.0
TXN_00296,success,20:33:00,2025-09-07,Visa,Shiraz,1000.0,1000.0
TXN_00297,failed,10:48:00,2025-09-17,Amex,Mashhad,1782689.0,1782689.0
TXN_00298,failed,20:33:00,2025-09-20,Discover,Qom,419089.0,419089.0
TXN_00299,failed,00:00:00,2025-09-29,Visa,Isfahan,5000.0,-5000.0
TXN_00300,success,21:23:00,2025-09-04,Discover,Mashhad,1158713.0,1158713.0
TXN_00301,failed,10:48:00,2025-09-30,MasterCard,Ahvaz,443463.0,443463.0
TXN_00302,failed,10:05:00,2025-09-05,Visa,Tabriz,120000.0,120000.0
TXN_00303,success,13:13:00,2025-09-23,Amex,Isfahan,,9999999999.0
TXN_00304,failed,12:34:00,2025-09-07,MasterCard,Tehran,1472823.0,1472823.0
TXN_00305,success,23:17:00,2025-09-13,Amex,Tehran,419089.0,419089.0
TXN_00306,success,01:51:00,2025-09-15,MasterCard,Tabriz,5000.0,-5000.0
TXN_00307,success,09:00:00,2025-09-11,Amex,Tehran,650000.0,650000.0
TXN_00308,failed,08:08:00,2025-09-29,Discover,Tehran,,9999999999.0
TXN_00309,failed,09:45:00,2025-09-04,Visa,Tabriz,0.0,0.0
TXN_00310,failed,18:45:00,2025-09-13,MasterCard,Tehran,1578078.0,1578078.0
TXN_00311,failed,11:11:00,2025-09-07,Discover,Tehran,585954.0,585954.0
TXN_00312,failed,02:54:00,2025-09-27,Visa,Isfahan,200000.0,200000.0
TXN_00313,success,12:44:00,2025-09-19,MasterCard,Tehran,583952.0,583952.0
TXN_00314,success,11:11:00,2025-09-22,Visa,Ahvaz,1463119.0,1463119.0
TXN_00315,failed,07:32:00,2025-09-28,Visa,Ahvaz,177050.0,177050.0
TXN_00316,failed,23:17:00,2025-09-02,MasterCard,Isfahan,0.0,0.0
TXN_00317,success,14:11:00,2025-09-10,MasterCard,Tehran,0.0,0.0
TXN_00318,failed,04:15:00,2025-09-13,Visa,Karaj,0.0,0.0
TXN_00319,failed,07:08:00,2025-09-30,Amex,Karaj,,9999999999.0
TXN_00320,success,02:20:00,2025-09-25,Visa,Tehran,0.0,0.0
TXN_00321,failed,23:59:00,2025-09-21,Visa,Karaj,100.5,100.5
TXN_00322,success,19:40:00,2025-09-06,Discover,Tehran,1502601.0,1502601.0
TXN_00323,failed,20:33:00,2025-09-28,MasterCard,Tabriz,5000.0,-5000.0
TXN_00324,success,14:11:00,2025-09-28,Visa,Karaj,200000.0,200000.0
TXN_00325,failed,22:27:00,2025-09-12,Discover,Karaj,419089.0,419089.0
TXN_00326,failed,00:00:00,2025-09-12,MasterCard,Tabriz,200000.0,200000.0
TXN_00327,success,21:21:00,2025-09-20,Amex,Mashhad,1.0,-1.0
TXN_00328,success,02:30:00,2025-09-30,Visa,Tehran,914465.0,914465.0
TXN_00329,success,10:05:00,2025-09-30,MasterCard,Tehran,50200.0,50200.0
TXN_00330,failed,21:21:00,2025-09-11,Visa,Tehran,976246.0,976246.0
TXN_00331,success,03:27:00,2025-09-26,Discover,Qom,200000.0,200000.0
TXN_00332,failed,21:23:00,2025-09-23,MasterCard,Shiraz,177050.0,177050.0
TXN_00333,success,19:19:00,2025-09-28,Discover,Tehran,5000.0,-5000.0
TXN_00334,success,14:55:00,2025-09-25,Visa,Qom,5000.0,-5000.0
TXN_00335,success,14:02:00,2025-09-07,Visa,Tabriz,850000.0,850000.0
TXN_00336,success,14:11:00,2025-09-30,Visa,Tehran,443463.0,443463.0
TXN_00337,failed,02:30:00,2025-09-01,MasterCard,Tehran,99999.0,99999.0
TXN_00338,failed,14:00:00,2025-09-01,Visa,Mashhad,,9999999999.0
